time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
49.955,34.6563107875008,-17.1864951789094,-24.3846747757301,-31.0735203303893,2.03186831657486,25.9035884534609,35.9254799847307,-15.960726699985,-18.6802599570515,-34.1533699747534,5.9211662519,13.8910401732127
49.96,33.6588871329836,-16.8881771232049,-24.3585550798203,-30.0669952721057,1.60651710446719,25.581695361732,34.9540574746788,-15.788749817132,-18.791475407531,-33.2289959098613,5.50828292609518,13.7685736713675
49.965,32.6780453637027,-16.5995654720795,-24.328557774472,-29.0729423478663,1.18939200958762,25.2558228674293,34.0000699724307,-15.6144603347058,-18.903893593803,-32.3167031206545,5.10314049222473,13.6514210540337
49.97,31.7143618321383,-16.3208749584643,-24.2954823361913,-28.091893944411,0.780762040614621,24.9269245346153,33.064241950583,-15.4378689778354,-19.0167410864748,-31.4173501376405,4.70613792969497,13.5385861519171
49.975,30.7682983610757,-16.0522785345061,-24.2601599301453,-27.124287795272,0.380877497637244,24.5959904871786,32.1472081274932,-15.2590215699338,-19.1292535299523,-30.5317593821335,4.31765826783693,13.4291435567753
49.98,29.8402008847238,-15.7939064417966,-24.2234522775955,-26.1704659702284,-0.0100295864227161,24.2640460145761,31.2495180092499,-15.0779977514727,-19.2406765053525,-29.6607175991654,3.93807563086938,13.3222477283118
49.985,28.93029938049,-15.5458449875747,-24.1862497138182,-25.2306749868584,-0.391745690911951,23.9321498171872,30.3716404034971,-14.8949098346996,-19.3502668293714,-28.8049763241274,3.56776175497285,13.217140203351
49.99,28.0387090178366,-15.3081351391079,-24.1494683463709,-24.305067156228,-0.764076708422228,23.6013917659576,29.513967611341,-14.7099017688228,-19.4572943744733,-27.9652522838404,3.20709169846577,13.1131548200507
49.995,27.1654324714273,-15.0807710720546,-24.1140462469182,-23.3937032725335,-1.1268494286278,23.2728900621071,28.6768190642096,-14.5231481706258,-19.5610444638438,-27.1422276400321,2.85644849811216,13.0097209092095
50,26.3103633759617,-14.8636988267916,-24.0809386345384,-22.4965567493077,-1.47991349140793,22.9477877005294,27.8604442483642,-14.3348533593776,-19.6608208610818,-26.3365499952561,2.51622656525595,12.9063644465287
50.005,25.4732909323015,-14.6568152382048,-24.0511120337196,-21.6135192911747,-1.82314366058038,22.6272481619481,27.0650248424693,-14.1452503231314,-19.7559493413064,-25.5488320971881,2.18683366163854,12.8027072020909
50.01,24.6539057007373,-14.4599673082258,-24.0255374154859,-20.7444081689919,-2.15644224322193,22.3124502808709,26.2906760741664,-13.9545995367487,-19.8457817989223,-24.7796511957662,1.86869134335496,12.6984639645406
50.015,23.8518066319716,-14.2729521859391,-24.0051823548399,-19.8889751371707,-2.47974146357998,22.0045822574504,25.5374473731275,-13.763187550578,-19.9297008191555,-24.0295480276441,1.56223381067301,12.5934379564345
50.02,23.0665093873081,-14.0955179074433,-23.9910022617742,-19.0469169954305,-2.79300559468901,21.7048348019628,24.8053224568097,-13.5713252726064,-20.0071246167568,-23.2990254227783,1.26790515116808,12.4875145936599
50.025,22.2974559867808,-13.9273650273684,-23.9839307664558,-18.2178877542255,-3.09623265360333,21.414393422234,24.0942190295615,-13.379345875749,-20.0775122267519,-22.5885465475932,0.986155014305244,12.3806537757623
50.03,21.5440257987219,-13.7681492468457,-23.9848693617598,-17.4015123149345,-3.38945547636595,21.1344298880626,23.4039883052118,-13.1876022751564,-20.140368819276,-21.8985328169191,0.717432807132054,12.2728809253729
50.035,20.8055478477002,-13.6174851097953,-23.9946764279081,-16.5974015240645,-3.67274200614677,20.8660929319399,22.734414577138,-12.9964641372761,-20.195251003574,-21.2293615217241,0.462180551506528,12.1642770228213
50.04,20.0813143706629,-13.4749508017791,-24.0141557840529,-15.8051684066178,-3.94619465304553,20.6104982697298,22.0852150571716,-12.8063144019594,-20.2417719851002,-20.5813632307559,0.220824590240634,12.0549679048654
50.045,19.3705954949457,-13.3400940446849,-24.0440449295979,-15.0244453289326,-4.20994861746663,20.3687180456977,21.4560401856386,-12.6175453201574,-20.2796064438826,-19.9548190313327,-0.00623363054576865,11.9451131125342
50.05,18.672654849968,-13.2124390377174,-24.0850031533465,-14.2549017875752,-4.46416911016445,20.141769822172,20.8464745817285,-12.4305540316046,-20.3084950111051,-19.3499576781003,-0.218627444725544,11.8348945814232
50.055,17.9867658624065,-13.0914943522668,-24.1375997008988,-13.496262470544,-4.70904744894487,19.9306052461637,20.2560387610075,-12.2457377283597,-20.3282482331422,-18.7669527195011,-0.416035235541745,11.7245054684931
50.06,17.3122284286352,-12.9767616468999,-24.202302200124,-12.7483251927587,-4.94479606156374,19.7360985357335,19.6841917009542,-12.0634884703112,-20.3387499270134,-18.2059196709383,-0.598190798557886,11.6141394032784
50.065,16.6483856134768,-12.8677450305332,-24.2794655512091,-12.010978272203,-5.17164247354334,19.559034939823,19.1303342907826,-11.8841877371075,-20.3399598475564,-17.6669133018037,-0.764893500142756,11.5039804391314
50.07,15.9946399937167,-12.7639608681614,-24.3693214920424,-11.2842168884674,-5.38982240615184,19.4000993373794,18.5938136613113,-11.7082008168512,-20.3319156038858,-17.1499251008685,-0.916017934769802,11.3941939619565
50.075,15.3504692487794,-12.664947795562,-24.4719690517664,-10.5681579535345,-5.59957215236233,19.2598651540943,18.0739283548,-11.5358711447323,-20.3147337802704,-16.6548809808702,-1.05152279285579,11.2849187895234
50.08,14.715440598131,-12.5702766882057,-24.5873661054532,-9.86305302655701,-5.80112043654569,19.1387837864223,17.569934262694,-11.3675147140188,-20.2886102337964,-16.1816392781957,-1.17145866706607,11.1762606635123
50.085,14.0892236934079,-12.4795603160505,-24.7153222412073,-9.16929882062499,-5.99467999637992,19.0371747313892,17.0810512299441,-11.2034146870235,-20.2538195573526,-15.7299890972132,-1.27597454936953,11.0682872990014
50.09,13.4716015910015,-12.3924624105828,-24.8554931476236,-8.48744488012217,-6.18043915222892,18.9552166260659,16.6064701970435,-11.0438163345684,-20.2107137108627,-15.2996490410235,-1.36532280349816,10.9610251126778
50.095,12.8624794566555,-12.3087058736843,-25.0073767239672,-7.81819805185071,-6.35855364889326,18.8929394019675,16.1453607250787,-10.8889224291008,-20.1597198358812,-14.8902663614854,-1.43986243698434,10.8544577027924
50.1,12.2618906880531,-12.2280798695599,-25.170311106452,-7.16242343108829,-6.5291390653969,18.8502177571344,15.6968787265991,-10.738889209367,-20.1013372787771,-14.5014165520616,-1.5000605418301,10.7485261026912
50.105,11.6700001864985,-12.1504455607214,-25.3434747899177,-6.52114153437034,-6.69226408828392,18.8267661429113,15.2601742092516,-10.5938230240855,-20.0361338564303,-14.1326033984939,-1.54649182064315,10.6431307782202
50.11,11.0871045668835,-12.0757402763136,-25.5258890034841,-5.89552153296189,-6.84794493119823,18.8221354539456,14.834398833393,-10.453777749101,-19.9647414064419,-13.7832594956556,-1.57983616331515,10.5381352900213
50.115,10.51362916708,-12.0039799351568,-25.7164224704909,-5.28687047304242,-6.9961411578464,18.8357115984641,14.4187130914726,-10.3187530577197,-19.887850671963,-13.4527472348572,-1.60087428616564,10.4333714967538
50.12,9.95012180272166,-11.9352595858126,-25.9137986469281,-4.69661850833046,-7.13675312741893,18.8667161107209,14.0122929363288,-10.1886936078825,-19.8062055796487,-13.1403602645674,-1.61048148970196,10.3286461359901
50.125,9.39724330803086,-11.869751970665,-26.1166054891752,-4.12630027541258,-7.2696212326771,18.9142089478256,13.6143357162576,-10.0634891929774,-19.7205969778125,-12.8453254287153,-1.60961963196824,10.2237485866906
50.13,8.85575500254953,-11.8077040693413,-26.3233077526789,-3.5775326480745,-7.3945270436078,18.9770935883033,13.2240653133769,-9.9429758856152,-19.6318559098074,-12.5668051898396,-1.59932745149749,10.1184595907389
50.135,8.32650332041077,-11.7494316276903,-26.5322617704398,-3.05198921076453,-7.51119640695765,19.0541245191314,12.8407364235912,-9.8269381855245,-19.5408465037465,-12.303900548449,-1.58070940711068,10.0125606903467
50.14,7.81040192681267,-11.6953117308888,-26.7417326059106,-2.55137188928664,-7.61930448739426,19.1439171611216,12.4636379569135,-9.71511216378633,-19.4484585629264,-12.0556544741114,-1.55492323123556,9.90584412256443
50.145,7.30841172185567,-11.6457735317942,-26.949913420312,-2.07738026563711,-7.71848267234547,19.2449602389768,12.0920955735584,-9.60718957603606,-19.3555999416073,-11.8210558672675,-1.52316641878038,9.79812290159425
50.15,6.82151919364138,-11.6012872969996,-27.1549468398801,-1.63167918078171,-7.80832720186596,19.3556305520387,11.7254734035376,-9.50282289737777,-19.2631887887801,-11.5990440730676,-1.48666189436335,9.6892408145679
50.155,6.35071363046313,-11.5623519816759,-27.3549480544382,-1.21586529180203,-7.88840932872835,19.4742100450208,11.3631750256759,-9.40163121209085,-19.1721457391769,-11.3885139693176,-1.44664311632063,9.57908205741631
50.16,5.89696373562924,-11.5294815888246,-27.5480293259552,-0.831433296317034,-7.95828676370013,19.5989050166097,11.0046438057065,-9.30320687216736,-19.0833861266954,-11.1883216495883,-1.4043388860531,9.46758024464044
50.165,5.4611942060263,-11.503190607913,-27.7323255368602,-0.479742565868366,-8.01751611823682,19.7278672415512,10.6493627106843,-9.20712282041807,-18.9978122904904,-10.9972907193572,-1.36095813586403,9.35472653995352
50.17,5.04426283382728,-11.4839788612192,-27.9060203664514,-0.161984939873792,-8.06566602341797,19.8592167241189,10.2968537255286,-9.11294045618215,-18.916306037408,-10.8142192173425,-1.31767496764929,9.24057667329341
50.175,4.64693866748342,-11.4723161128046,-28.0673726529726,0.120845577887214,-8.10233058135641,19.9910657522843,9.94667699482774,-9.02021790453521,-18.8397213154918,-10.6378871656806,-1.27561420886635,9.12525663287386
